address,age,area,bedroom,direction,elevator,floor,furnished,lat,link,livingroom,lon,title,totalFloor,totalPrice,unitPrice
福城上上城三季,2010,87,2, 西北 , 无电梯,低楼层, 其他 ,39.987002,http://bj.lianjia.com/xiaoqu/2011047640757/,1,116.782754,福城三季东北两居,18,240,27442
意华小区,2004,85,1, 南 北 , 无电梯,高楼层, 其他 ,39.968138,http://bj.lianjia.com/xiaoqu/2011047736352/,1,116.783681,意华小区顶层 大一居 业主诚意出售,6,232,27295
风尚国际公寓,2009,88,2, 南 , 无电梯,高楼层, 其他 ,39.947951,http://bj.lianjia.com/xiaoqu/2011047743944/,1,116.81878,风尚国际公寓全南向 两居室 采光好,34,205,23086
美林君渡,2012,86,2, 南 北 , 无电梯,中楼层, 其他 ,39.995518,http://bj.lianjia.com/xiaoqu/2011047738565/,1,116.784679,美林君渡 2室1厅 230万,12,230,26590
新锐时代,NA,140,3, 西 北 , 无电梯,低楼层, 其他 ,39.951838,http://bj.lianjia.com/xiaoqu/2011047774198/,2,116.850488,新锐时代，西北向，精装修，单价低，业主诚售,28,230,16429
星河皓月,2009,65,1, 东北 , 无电梯,中楼层, 其他 ,39.987782,http://bj.lianjia.com/xiaoqu/2011047640765/,1,116.780446,星河皓月  正规一居  送50平米大露台,5,230,34891
东贸国际,2009,85,2, 南 , 无电梯,高楼层, 其他 ,39.952636,http://bj.lianjia.com/xiaoqu/2011047640656/,1,116.796374,东贸国际南向两居室 业主自住精装修 满2年,27,240,28160
青年新城,2015,83,2, 西南 , 无电梯,中楼层, 其他 ,39.969548,http://bj.lianjia.com/xiaoqu/2011047841715/,1,116.782383,燕顺路  青年新城  西南 高层 精装两居室,28,245,29519
福城上上城二季,2009,90,2, 南 北 , 无电梯,低楼层, 其他 ,39.963419,http://bj.lianjia.com/xiaoqu/2011047732958/,1,116.798268,福城上上城二季 简装两居 南北通透 业主诚售,15,245,27129
青年新城,2015,80,2, 南 , 无电梯,低楼层, 其他 ,39.969548,http://bj.lianjia.com/xiaoqu/2011047841715/,1,116.782383,南向两居室，精装修，看房提前联系，业主诚心出售。,32,236,29434
福城上上城五期,2009,96,2, 南 北 , 无电梯,低楼层, 其他 ,39.963617,http://bj.lianjia.com/xiaoqu/2011047640855/,1,116.85037,福城五期 南北正规两居室 精装修 靠谱出售,18,236,24538
福城上上城五期,2009,90,2, 西南 , 无电梯,低楼层, 其他 ,39.963617,http://bj.lianjia.com/xiaoqu/2011047640855/,1,116.85037,福城五期 正规两居室 精装修 业主诚心出售 ,28,230,25364
维多利亚,2009,86,3, 东北 , 无电梯,低楼层, 其他 ,39.948694,http://bj.lianjia.com/xiaoqu/2011047744899/,1,116.819653,燕郊 维多利亚公寓 交通便利 配套齐全,34,220,25419
青年新城,2015,81,2, 南 , 无电梯,中楼层, 其他 ,39.969548,http://bj.lianjia.com/xiaoqu/2011047841715/,1,116.782383,青年新城南向两居中等装修中高楼层靠谱出售,28,228,27846
纳丹堡,2009,88,2, 南 , 无电梯,低楼层, 精装 ,39.979875,http://bj.lianjia.com/xiaoqu/2011047640649/,1,116.779959,纳丹堡 两居 南向 中高楼层 看房提前约,33,240,27273
福城上上城三季,2010,92,2, 南 北 , 无电梯,中楼层, 其他 ,39.987002,http://bj.lianjia.com/xiaoqu/2011047640757/,1,116.782754,上上城三季南北通透两居室  简单装修,18,240,25946
东方御景,2002,72,2, 南 北 , 无电梯,高楼层, 其他 ,39.953587,http://bj.lianjia.com/xiaoqu/2011047735334/,1,116.80248,东方御景南北通透两居室  精装修  采光好  无遮挡,6,240,32891
福城上上城三季,2010,80,2, 南 北 , 无电梯,中楼层, 精装 ,39.987002,http://bj.lianjia.com/xiaoqu/2011047640757/,1,116.782754,福城上上城三季 2室1厅 230万,17,230,28750
潮白人家,2012,70,1, 东南 , 无电梯,低楼层, 其他 ,39.954145,http://bj.lianjia.com/xiaoqu/2011047640758/,1,116.797257,潮白人家东南向豪华装修优质房源，您会爱上这里,24,205,29178
东方夏威夷北岸,2010,92,2, 东南 , 无电梯,中楼层, 其他 ,39.969857,http://bj.lianjia.com/xiaoqu/2011047640762/,1,116.787285,夏威夷北岸 南向两室 视野采光好，投资自住兼宜,33,235,25544
福泽御园,2007,80,2, 南 , 无电梯,低楼层, 其他 ,39.955437,http://bj.lianjia.com/xiaoqu/2011047640756/,2,116.836261,福成四期 南北通透两居室 自住精装可拎包入住,32,220,27500
福城上上城五期,2009,76,2, 南 , 无电梯,低楼层, 其他 ,39.963617,http://bj.lianjia.com/xiaoqu/2011047640855/,1,116.85037,福城五期 双卧朝南 满两年 交通便利 看房方便,18,200,26316
纳丹堡,2009,67,1, 西 , 无电梯,中楼层, 其他 ,39.979875,http://bj.lianjia.com/xiaoqu/2011047640649/,1,116.779959,纳丹堡 1室1厅 205万,18,205,30598
东贸国际,2011,63,1, 南 西 , 无电梯,中楼层, 其他 ,39.952636,http://bj.lianjia.com/xiaoqu/2011047640656/,1,116.796374,东贸国际 1室1厅 205万,27,205,32540
金色漫香郡,2012,59,1, 南 , 无电梯,高楼层, 精装 ,39.721523,http://bj.lianjia.com/xiaoqu/1111027377360/,1,116.406687,金色漫香郡 1室1厅 216万,8,216,36334
金色漫香郡,NA,59,1, 南 , 无电梯,低楼层, 精装 ,39.721523,http://bj.lianjia.com/xiaoqu/1111027377360/,1,116.406687,金色漫香郡 1室1厅 220万,8,220,37289
葡东小区,2002,50,1, 南 , 无电梯,中楼层, 其他 ,39.932268,http://bj.lianjia.com/xiaoqu/1111027378707/,1,116.12215,葡东小区 1室1厅 210万,6,210,41992
紫竹园B区,2003,70,2, 南 北 , 无电梯,高楼层, 其他 ,39.947775,http://bj.lianjia.com/xiaoqu/2011047737543/,1,116.815497,紫竹园B区 南北通透两居 看房方便 业主诚售,5,230,32528
福泽御园,2007,89,2, 南 北 , 无电梯,中楼层, 其他 ,39.955437,http://bj.lianjia.com/xiaoqu/2011047640756/,1,116.836261,福成四期南北通透两居室，简单装修,32,240,26873
普罗旺斯,2008,69,1, 南 , 无电梯,低楼层, 其他 ,39.962141,http://bj.lianjia.com/xiaoqu/2011047742177/,1,116.83273,燕郊普罗旺斯  南向正规一居室,20,210,30173
中美公寓,2001,96,2, 南 , 无电梯,高楼层, 其他 ,39.978167,http://bj.lianjia.com/xiaoqu/2011047736356/,1,116.822279,中美公寓 2室1厅 230万,6,230,23761
普罗旺斯,2008,71,2, 东 , 无电梯,低楼层, 其他 ,39.962141,http://bj.lianjia.com/xiaoqu/2011047742177/,1,116.83273, 普罗旺斯 东向两居 中等装修 满两年,22,200,28170
雷捷时代广场,2012,84,3, 南 , 无电梯,低楼层, 其他 ,39.953757,http://bj.lianjia.com/xiaoqu/2011047806567/,1,116.876174,雷捷时代广场 南向三居 业主诚售 看房方便,27,200,23810
星河185,2012,45,2, 南 北 , 无电梯,低楼层, 精装 ,40.001976,http://bj.lianjia.com/xiaoqu/2011047728825/,1,116.786491,未来地铁房 投资房 楼龄新 绿化高,12,200,44248
福城上上城三季,2010,97,2, 东北 , 无电梯,高楼层, 精装 ,39.987002,http://bj.lianjia.com/xiaoqu/2011047640757/,1,116.782754,上上城三季 东北两居室 自住装修 全明户型,17,240,24689
东方夏威夷南岸一期,2010,86,2, 南 北 , 无电梯,低楼层, 其他 ,39.965085,http://bj.lianjia.com/xiaoqu/2011047640760/,1,116.795924,东方夏威夷南岸一期简单装修两居室  南北通透 ,24,240,27907
燕宁小区,1995,84,2, 南 北 , 无电梯,高楼层, 简装 ,39.955791,http://bj.lianjia.com/xiaoqu/2011047814845/,1,116.826019,燕宁小区 南北通透两居室 简单装修,6,230,27381
星河185,2011,60,3, 东北 , 有电梯,中楼层, 精装 ,40.001976,http://bj.lianjia.com/xiaoqu/2011047728825/,1,116.786491,星河185经典三居复式品质装修观景首尔甜城采光视野好,28,240,40000
东方夏威夷南岸一期,2010,87,2, 西 北 , 无电梯,低楼层, 其他 ,39.965085,http://bj.lianjia.com/xiaoqu/2011047640760/,1,116.795924,东方夏威夷南岸一期西北向两居室,24,233,26782
首尔甜城一期,2014,72,2, 西北 , 无电梯,高楼层, 其他 ,40.008784,http://bj.lianjia.com/xiaoqu/2011047926381/,1,116.791581,首尔甜城 西北向精装两居室 业主诚售,32,215,29862
天子庄园五期,2010,80,2, 南 北 , 无电梯,中楼层, 其他 ,39.958299,http://bj.lianjia.com/xiaoqu/2011047776570/,1,116.880219,天子庄园 南北通透 顶层阁楼 满两年 中装,9,200,24892
纳丹堡,2009,67,1, 东 , 无电梯,低楼层, 其他 ,39.979875,http://bj.lianjia.com/xiaoqu/2011047640649/,1,116.779959,纳丹堡东向精装一居室,33,210,31024
东方夏威夷南岸二期,2012,57,1, 南 , 无电梯,高楼层, 其他 ,39.964396,http://bj.lianjia.com/xiaoqu/2011047640761/,1,116.794444,东方夏威夷  南岸  正规一居 看房方便  诚心出售,18,200,35088
星河185,2012,54,1, 西北 , 无电梯,高楼层, 简装 ,40.001976,http://bj.lianjia.com/xiaoqu/2011047728825/,1,116.786491,星河185西北向简装一居室，可改两居,19,220,40442
东方夏威夷,2008,63,1, 北 , 无电梯,低楼层, 简装 ,39.96503,http://bj.lianjia.com/xiaoqu/2011047640759/,1,116.795924,东方夏威夷 低楼层 北向一居 业主诚售,19,210,33334
福泽颐园,2007,87,2, 南 北 , 无电梯,低楼层, 精装 ,39.954586,http://bj.lianjia.com/xiaoqu/2011047640755/,1,116.841067,福成三期，南北通透两居室，诚意出售,32,220,25288
忆江南,2008,96,2, 南 , 无电梯,低楼层, 精装 ,39.958434,http://bj.lianjia.com/xiaoqu/2011047710291/,2,116.846026,忆江南 南向两居 低楼层,24,245,25471
福城上上城二季,2009,89,2, 南 北 , 无电梯,低楼层, 毛坯 ,39.963419,http://bj.lianjia.com/xiaoqu/2011047732958/,1,116.798268,福城上上二季南北通透毛坯两居,15,230,25728
福成公寓A,2004,88,2, 南 北 , 无电梯,高楼层, 精装 ,39.954835,http://bj.lianjia.com/xiaoqu/2011047640753/,1,116.844166,燕郊南北通透两居室  户型方正精装修  ,12,240,27089
福城上上城三季,2010,100,3, 南 , 无电梯,低楼层, 简装 ,39.987002,http://bj.lianjia.com/xiaoqu/2011047640757/,1,116.782754,上上城三季 南向两居 满两年 诚心出售,18,220,21885
普罗旺斯,2008,69,1, 南 , 无电梯,中楼层, 精装 ,39.962141,http://bj.lianjia.com/xiaoqu/2011047742177/,1,116.83273,普罗旺斯南向一居室 业主诚心出售,22,220,31519
潮白人家,2010,81,1, 东 西 , 无电梯,高楼层, 其他 ,39.954145,http://bj.lianjia.com/xiaoqu/2011047640758/,1,116.797257,潮白人家东西向大一居 业主诚心出售  看房方便,18,240,29448
福城上上城三季,2010,94,2, 东 西 , 无电梯,中楼层, 精装 ,39.987002,http://bj.lianjia.com/xiaoqu/2011047640757/,2,116.782754,福城上上城三季大两局 满两年,23,230,24469
雷捷时代广场,2012,86,3, 北 , 无电梯,中楼层, 毛坯 ,39.953757,http://bj.lianjia.com/xiaoqu/2011047806567/,1,116.876174,雷捷时代广场 中间楼层 业主诚售,27,206,23954
福城上上城五期,2009,89,2, 南 北 , 无电梯,中楼层, 精装 ,39.963617,http://bj.lianjia.com/xiaoqu/2011047640855/,1,116.85037,福成五期 南北两居,28,223,25057
星河185,2012,46,2, 南 北 , 无电梯,中楼层, 精装 ,40.001976,http://bj.lianjia.com/xiaoqu/2011047728825/,1,116.786491,星河185LOFT ，自住精装修，楼层不错，诚意出售,12,200,43479
定福庄西里2号院,1979,54,2, 南 北 , 无电梯,低楼层, 简装 ,39.922464,http://bj.lianjia.com/xiaoqu/1111027376871/,1,116.556794,定福庄南北两居、传媒附小、八通线,5,238,43775
首尔甜城一期,2014,82,2, 南 北 , 无电梯,中楼层, 其他 ,40.008784,http://bj.lianjia.com/xiaoqu/2011047926381/,1,116.791581,首尔甜城一期 南北向两居室 毛坯,33,230,27859
黄金花园,NA,117,3, 南 北 , 无电梯,中楼层, 其他 ,39.951524,http://bj.lianjia.com/xiaoqu/2011047921740/,1,116.837399,黄金花园，南北通透大两居，单价20600，随时可看！,33,242,20684
东亚首航国际,2014,73,1, 东南 , 有电梯,高楼层, 精装 ,40.134877,http://bj.lianjia.com/xiaoqu/1111047665744/,1,116.605239,东亚首航国际电梯房精装大一居不限购,9,210,28740
福泽颐园,2007,86,1, 南 北 , 无电梯,中楼层, 其他 ,39.954586,http://bj.lianjia.com/xiaoqu/2011047640755/,1,116.841067,福成三期 南北两居 简单装修 诚意出售,32,230,26745
江山赋,2013,93,2, 北 , 有电梯,高楼层, 精装 ,40.117154,http://bj.lianjia.com/xiaoqu/1111027377343/,2,116.559953,江山赋 2室2厅 240万,7,240,25633
福城上上城二季,2009,84,2, 南 北 , 无电梯,中楼层, 其他 ,39.963419,http://bj.lianjia.com/xiaoqu/2011047732958/,1,116.798268,福城上上城二季，两居室，业主诚心出售，看房随时,18,235,27977
东方夏威夷北岸,2010,83,2, 南 , 无电梯,中楼层, 其他 ,39.969857,http://bj.lianjia.com/xiaoqu/2011047640762/,1,116.787285,燕顺路夏威夷北岸 南向毛坯两居室,33,230,27385
青年新城,2015,98,3, 南 北 , 无电梯,低楼层, 其他 ,39.969548,http://bj.lianjia.com/xiaoqu/2011047841715/,1,116.782383,青年新城 南北通透3居 精装修,24,249,25409
福城上上城二季,2009,86,2, 南 北 , 无电梯,高楼层, 其他 ,39.963419,http://bj.lianjia.com/xiaoqu/2011047732958/,1,116.798268,上上城二季 精装修 南北通透两居室,23,240,27898
青年新城,2015,83,2, 南 , 无电梯,中楼层, 其他 ,39.969548,http://bj.lianjia.com/xiaoqu/2011047841715/,1,116.782383,青年新城  南向两居室  户型明亮  采光好    ,28,240,28784
潮白星光公馆,2012,82,2, 南 , 无电梯,低楼层, 其他 ,39.957451,http://bj.lianjia.com/xiaoqu/2011047744841/,1,116.798607,星光公馆 精装两居 业主诚心出售 可以拎包入住,24,225,27207
天洋城,2009,82,2, 西南 , 无电梯,低楼层, 其他 ,39.970903,http://bj.lianjia.com/xiaoqu/2011047640650/,1,116.828287,天洋城 西南向两居室 ,34,230,27944
福泽御园,2007,80,2, 南 , 无电梯,高楼层, 精装 ,39.955437,http://bj.lianjia.com/xiaoqu/2011047640756/,1,116.836261,燕郊 福泽御园 两居室 朝南 精装 中间楼层,26,210,26250
青年新城,2015,80,2, 东南 , 无电梯,高楼层, 其他 ,39.969548,http://bj.lianjia.com/xiaoqu/2011047841715/,1,116.782383,青年新城  精装修 正规2居  ,28,218,27031
福泽御园,2007,78,2, 南 北 , 无电梯,高楼层, 其他 ,39.955437,http://bj.lianjia.com/xiaoqu/2011047640756/,1,116.836261,福成四期 南向两居 精装 拎包即住,9,210,26875
福城上上城五期,2009,79,2, 南 , 无电梯,中楼层, 其他 ,39.963617,http://bj.lianjia.com/xiaoqu/2011047640855/,1,116.85037,福成上上城五期 三阳开泰户型 自住精装大两居诚意出售,18,200,25202
青年新城,2015,84,2, 东南 , 无电梯,中楼层, 精装 ,39.969548,http://bj.lianjia.com/xiaoqu/2011047841715/,1,116.782383,青年新城精装东南向两居室,28,220,26191
福成公寓A,2004,77,2, 南 , 无电梯,高楼层, 其他 ,39.954835,http://bj.lianjia.com/xiaoqu/2011047640753/,2,116.844166,福成一期，南向两居，中等装修，诚心出售。,12,225,29108
星河185,2012,48,2, 东北 , 无电梯,高楼层, 其他 ,40.001976,http://bj.lianjia.com/xiaoqu/2011047728825/,1,116.786491,星河185 2室1厅 210万,12,210,43210
夏威夷蓝湾,2017,90,2, 南 , 无电梯,高楼层, 其他 ,39.911861,http://bj.lianjia.com/xiaoqu/2011047640763/,1,116.830908,燕郊南城高端社区，两居室，带露台,33,220,24445
福城上上城二季,2009,86,2, 南 北 , 无电梯,高楼层, 其他 ,39.963419,http://bj.lianjia.com/xiaoqu/2011047732958/,1,116.798268,福城上上城二季精装修两居室，中间楼层诚心出售,18,249,28954
福城上上城三季,2010,75,2, 南 , 无电梯,中楼层, 其他 ,39.987002,http://bj.lianjia.com/xiaoqu/2011047640757/,1,116.782754,福城上上城三季   全南两居    靠谱出售,18,220,29334
福泽颐园,2007,89,2, 西南 , 无电梯,低楼层, 简装 ,39.954586,http://bj.lianjia.com/xiaoqu/2011047640755/,1,116.841067,福成三期，西南两居，无遮挡,32,225,25098
王各庄小区,NA,99,2, 南 北 , 无电梯,低楼层, 其他 ,39.958312,http://bj.lianjia.com/xiaoqu/2011047848619/,2,116.838452,王各庄小区 70年产权  板楼,6,228,22961
福城上上城二季,2009,76,2, 南 , 无电梯,低楼层, 其他 ,39.963419,http://bj.lianjia.com/xiaoqu/2011047732958/,1,116.798268,福城上上城二季纯南精装大两居,18,200,26316
星河185,2011,42,2, 西南 , 有电梯,中楼层, 其他 ,40.001976,http://bj.lianjia.com/xiaoqu/2011047728825/,1,116.786491,星河185小区  西南向复式  业主诚心出售,28,200,47059
福泽御园,2007,88,2, 南 北 , 无电梯,低楼层, 其他 ,39.955437,http://bj.lianjia.com/xiaoqu/2011047640756/,1,116.836261,福泽御园 南北通透 客厅有西窗 业主诚心出售,23,240,27028
风尚国际公寓,2009,90,2, 南 , 无电梯,低楼层, 其他 ,39.947951,http://bj.lianjia.com/xiaoqu/2011047743944/,1,116.81878,风尚国际 南向三居室 靠谱出售 ,34,235,26086
福泽御园,2007,82,2, 南 北 , 无电梯,中楼层, 其他 ,39.955437,http://bj.lianjia.com/xiaoqu/2011047640756/,1,116.836261,福成四期，精装，南北通透,23,220,26791
福泽颐园,2007,87,2, 南 北 , 无电梯,中楼层, 其他 ,39.954586,http://bj.lianjia.com/xiaoqu/2011047640755/,1,116.841067,福成三期南北通透，简装，两居室，看房方便,32,225,25863
东方夏威夷南岸二期,2012,75,2, 南 北 , 无电梯,高楼层, 其他 ,39.964396,http://bj.lianjia.com/xiaoqu/2011047640761/,1,116.794444,燕顺路 东方夏威夷南岸二期 板楼 南北两居 诚心售,18,245,32667
福城上上城三季,2010,75,2, 南 , 无电梯,高楼层, 其他 ,39.987002,http://bj.lianjia.com/xiaoqu/2011047640757/,1,116.782754,福城上上城三季南向小两居  次顶层,23,220,29334
青年新城,2015,80,2, 西 北 , 无电梯,低楼层, 其他 ,39.969548,http://bj.lianjia.com/xiaoqu/2011047841715/,1,116.782383,燕顺路青年新城南向两居业主诚心出售,26,210,26250
圣得西区,2003,78,2, 东北 , 无电梯,低楼层, 其他 ,39.954841,http://bj.lianjia.com/xiaoqu/2011047744358/,1,116.792319,圣得西区 东北两居 户型方正 业主诚售,16,215,27491
青年新城,2015,76,2, 南 , 无电梯,中楼层, 其他 ,39.969548,http://bj.lianjia.com/xiaoqu/2011047841715/,1,116.782383,青年新城 精装修 全南向两居室 业主靠谱出售,32,225,29359
福城上上城二季,2009,75,2, 南 , 无电梯,低楼层, 其他 ,39.963419,http://bj.lianjia.com/xiaoqu/2011047732958/,1,116.798268,上上城二季纯南向精装,32,204,26999
青年新城,2015,83,2, 南 北 , 无电梯,低楼层, 其他 ,39.969548,http://bj.lianjia.com/xiaoqu/2011047841715/,1,116.782383,青年新城 精装两居 全明格局 业主诚心出售 ,32,232,27952
福城上上城二季,2009,86,2, 南 北 , 无电梯,中楼层, 精装 ,39.963419,http://bj.lianjia.com/xiaoqu/2011047732958/,1,116.798268,福城上上城二季南北通透两居室,23,240,27778
青年新城,2015,82,2, 南 北 , 无电梯,中楼层, 其他 ,39.969548,http://bj.lianjia.com/xiaoqu/2011047841715/,1,116.782383,燕顺路上 青年新城 南向 正规两居室 ,32,240,29269
福泽御园,2007,80,2, 南 北 , 无电梯,低楼层, 其他 ,39.955437,http://bj.lianjia.com/xiaoqu/2011047640756/,1,116.836261,福成四期 南北向正规两居室 业主靠谱,9,215,26875
福泽颐园,2007,87,1, 南 北 , 无电梯,高楼层, 其他 ,39.954586,http://bj.lianjia.com/xiaoqu/2011047640755/,1,116.841067,户型方正，中间楼层，随时看房，随时签约,32,235,27012
意华小区,2004,76,1, 南 北 , 无电梯,高楼层, 其他 ,39.968138,http://bj.lianjia.com/xiaoqu/2011047736352/,1,116.783681,意华小区南北通透三居室 自住 随时看房,6,240,31538
青年新城,2015,83,2, 东南 , 无电梯,中楼层, 其他 ,39.969548,http://bj.lianjia.com/xiaoqu/2011047841715/,1,116.782383,青年新城东南向两居室  精装修出售,28,228,27345
忆江南,2008,89,2, 南 北 , 无电梯,高楼层, 其他 ,39.958434,http://bj.lianjia.com/xiaoqu/2011047710291/,2,116.846026,忆江南  南北通透 两居室  精装修 满两年 诚售,18,230,25728
福城上上城二季,2009,76,2, 南 , 无电梯,低楼层, 其他 ,39.963419,http://bj.lianjia.com/xiaoqu/2011047732958/,1,116.798268,福城上上城二季精装纯南两居室，业主诚售,23,230,30264
东贸国际,2009,66,1, 东北 , 无电梯,低楼层, 其他 ,39.952636,http://bj.lianjia.com/xiaoqu/2011047640656/,1,116.796374,东贸国际一层下跃，精装修，业主诚心出售。,27,230,34488
东方夏威夷,2008,63,1, 北 , 无电梯,低楼层, 其他 ,39.96503,http://bj.lianjia.com/xiaoqu/2011047640759/,1,116.795924,东方夏威夷精装正规一居 户型方正 靠谱出售,19,219,34630
福泽御园,2007,89,2, 南 北 , 无电梯,中楼层, 其他 ,39.955437,http://bj.lianjia.com/xiaoqu/2011047640756/,1,116.836261,福成四期 南北通透 中间楼层 急售,23,240,26697
青年新城,2015,90,3, 东南 , 无电梯,低楼层, 精装 ,39.969548,http://bj.lianjia.com/xiaoqu/2011047841715/,1,116.782383,青年新城 有租户 可看房。,24,245,27054
福泽御园,2007,77,2, 南 , 无电梯,高楼层, 简装 ,39.955437,http://bj.lianjia.com/xiaoqu/2011047640756/,1,116.836261,福成四期 纯南两居室 业主靠谱,24,215,27923
福城上上城三季,2010,98,2, 东 , 无电梯,低楼层, 其他 ,39.987002,http://bj.lianjia.com/xiaoqu/2011047640757/,1,116.782754,福城上上城三季   东向两居  靠谱出售,17,248,25307
东方夏威夷北岸,2010,86,2, 东 南 北 , 无电梯,高楼层, 精装 ,39.969857,http://bj.lianjia.com/xiaoqu/2011047640762/,1,116.787285,夏威夷北岸大两居精装修业主靠谱卖,33,245,28344
福城上上城五期,2009,79,2, 南 北 , 无电梯,高楼层, 其他 ,39.963617,http://bj.lianjia.com/xiaoqu/2011047640855/,1,116.85037,福成五期  南北通透  自主精装修  看房方便,18,200,25057
福城上上城五期,2009,83,2, 东北 , 无电梯,高楼层, 其他 ,39.963617,http://bj.lianjia.com/xiaoqu/2011047640855/,1,116.85037,福城五期 东北两居室 精装修,18,220,26507
福泽御园,2007,86,2, 南 北 , 无电梯,低楼层, 其他 ,39.955437,http://bj.lianjia.com/xiaoqu/2011047640756/,1,116.836261,福成四期南北两居室 房本满两年 精装修,28,240,27907
兴达公寓,2002,94,2, 南 北 , 无电梯,低楼层, 简装 ,39.949134,http://bj.lianjia.com/xiaoqu/2011047783293/,1,116.823888,兴达公寓 70年产权 南北通透板楼 简装,6,245,26015
东方夏威夷南岸一期,2010,76,2, 南 北 , 无电梯,高楼层, 其他 ,39.965085,http://bj.lianjia.com/xiaoqu/2011047640760/,1,116.795924,东方夏威夷南岸  有装修 南北两居室 业主诚售,19,235,30877
福泽颐园,2007,86,2, 南 北 , 无电梯,高楼层, 精装 ,39.954586,http://bj.lianjia.com/xiaoqu/2011047640755/,1,116.841067,福成三期 南北通透 二居室 精装修 诚心出售,32,230,26745
福泽御园,2007,87,1, 南 北 , 无电梯,中楼层, 其他 ,39.955437,http://bj.lianjia.com/xiaoqu/2011047640756/,1,116.836261,福成四期 南北通透 正规一居 中高楼层,20,235,27012
天洋城,2009,82,2, 南 北 , 无电梯,低楼层, 其他 ,39.970903,http://bj.lianjia.com/xiaoqu/2011047640650/,1,116.828287,天洋城两居室 业主靠谱出售 看房方便 提前联系,34,220,26755
福泽颐园,2007,86,1, 南 北 , 无电梯,高楼层, 其他 ,39.954586,http://bj.lianjia.com/xiaoqu/2011047640755/,1,116.841067,福成颐园南北通透大一居 业主诚心出售,32,220,25367
东方御景,2002,80,2, 南 北 , 无电梯,高楼层, 其他 ,39.953587,http://bj.lianjia.com/xiaoqu/2011047735334/,1,116.80248,东方御景 南北向两居室 诚心出售 ,6,235,29157
福泽颐园,2007,86,2, 南 北 , 无电梯,中楼层, 其他 ,39.954586,http://bj.lianjia.com/xiaoqu/2011047640755/,1,116.841067,福成三期，精装修南北通透两居室，诚意出售,32,230,26520
青年新城,2015,83,2, 南 , 无电梯,中楼层, 毛坯 ,39.969548,http://bj.lianjia.com/xiaoqu/2011047841715/,1,116.782383,青年新城南向两居室  毛坯房  采光好,24,210,25283
天子庄园五期,NA,86,3, 东 南 , 无电梯,中楼层, 其他 ,39.958299,http://bj.lianjia.com/xiaoqu/2011047776570/,1,116.880219,天子庄园 东南向三居 房本满两年,9,200,23256
天洋城,2013,81,2, 西北 , 无电梯,中楼层, 其他 ,39.970903,http://bj.lianjia.com/xiaoqu/2011047640650/,1,116.828287,天洋城  精装西北两居室  中间楼层 看房方便,31,225,27507
福泽御园,2007,83,2, 南 , 无电梯,中楼层, 精装 ,39.955437,http://bj.lianjia.com/xiaoqu/2011047640756/,2,116.836261,福成四期 纯南向两居 三阳开泰 看房预约 ,24,234,28051
福泽御园,2007,79,2, 南 北 , 无电梯,低楼层, 其他 ,39.955437,http://bj.lianjia.com/xiaoqu/2011047640756/,1,116.836261,福成四期 南北通透 精装自住 靠谱急售,28,210,26254
忆江南,2008,92,2, 西南 , 无电梯,低楼层, 其他 ,39.958434,http://bj.lianjia.com/xiaoqu/2011047710291/,2,116.846026,忆江南，中等装修西南朝向两居室，诚意出售看房方便,18,248,26846
福城上上城三季,2010,88,2, 西南 , 无电梯,中楼层, 其他 ,39.987002,http://bj.lianjia.com/xiaoqu/2011047640757/,1,116.782754,上上城三季 西南向两居室 精装修 满两年,17,248,28033
青年新城,2015,80,2, 西 北 , 无电梯,中楼层, 其他 ,39.969548,http://bj.lianjia.com/xiaoqu/2011047841715/,1,116.782383,燕顺路 青年新城 精装2居室 诚心出售,26,210,26231
青年新城,2015,81,2, 东南 , 无电梯,中楼层, 其他 ,39.969548,http://bj.lianjia.com/xiaoqu/2011047841715/,1,116.782383,燕郊燕顺路青年新城 两居室，看房方便,28,230,28063
东方夏威夷南岸二期,2012,57,1, 南 , 无电梯,低楼层, 其他 ,39.964396,http://bj.lianjia.com/xiaoqu/2011047640761/,1,116.794444,东方夏威夷南岸二期 正规南向一居室,17,200,35088
星河185,2012,48,2, 东北 , 无电梯,低楼层, 毛坯 ,40.001976,http://bj.lianjia.com/xiaoqu/2011047728825/,1,116.786491,星河185 2室1厅 200万,12,200,41667
风尚国际公寓,2009,88,2, 南 , 无电梯,高楼层, 其他 ,39.947951,http://bj.lianjia.com/xiaoqu/2011047743944/,1,116.81878,风尚国际南向两居室，靠谱出售,34,215,24333
忆江南,2008,93,2, 南 北 , 无电梯,中楼层, 其他 ,39.958434,http://bj.lianjia.com/xiaoqu/2011047710291/,1,116.846026,忆江南  南北通透两居  简装  中间楼层,18,240,25579
风尚国际公寓,2009,116,1, 北 , 无电梯,低楼层, 其他 ,39.947951,http://bj.lianjia.com/xiaoqu/2011047743944/,2,116.81878,风尚70年产权底商 业主诚心出售,34,220,18852
东方夏威夷南岸二期,2012,57,1, 南 , 无电梯,中楼层, 其他 ,39.964396,http://bj.lianjia.com/xiaoqu/2011047640761/,1,116.794444,东方夏威夷南岸 南向正规一居室 精装修,18,228,40000
东贸国际,2009,60,2, 西 , 无电梯,低楼层, 精装 ,39.952636,http://bj.lianjia.com/xiaoqu/2011047640656/,2,116.796374,东贸国际 一层带下跃户型 业主诚心出售 看房随时,27,215,35310
