totalFloor,bathroom,furnished,unitPrice,area,address,direction,livingroom,totalPrice,floor,age,elevator,title
27,1, 精装 ,72589,64,后现代城, 东 ,0,465,中楼层,2007, 有电梯,地铁沿线 满五年，只需要交契税，诚意出售
6,2, 简装 ,77261,56,西坝河东里, 南 北 ,1,440,高楼层,1985, 无电梯,满五年 小区有朝师附小 临近10号线太阳宫地铁站
6,2, 精装 ,35397,121,望都家园, 南 北 ,1,430,中楼层,2000, 无电梯,北七家 望都家园 两居室 南北通透
6,2, 精装 ,47630,94,新潮嘉园一期, 南 北 ,2,450,高楼层,2002, 无电梯,新潮嘉园一期 2室2厅 450万
7,3, 简装 ,46872,98,灵秀山庄, 南 北 ,1,460,中楼层,2003, 无电梯,旧宫地铁房 灵秀免税三居 南北通透 住总万科广场 4层
6,2, 精装 ,43652,103,天通苑本四区, 东 西 ,1,450,高楼层,2000, 无电梯,本四区板楼南北向两居室，商品房满五年家庭名下一套
16,2, 精装 ,77316,58,惠新南里5号院, 南 ,0,455,高楼层,1989, 有电梯,惠新南里5号院 近地铁 双向朝南两居 采光好
26,1, 简装 ,65330,65,北苑家园茉藜园, 西南 ,1,430,高楼层,2005, 有电梯,北苑茉藜园正对花园居住安静采光好居住舒适诚心出售
6,2, 精装 ,80346,59,林萃路10号院, 南 北 ,1,475,高楼层,1995, 无电梯,林萃路10号院南北通透两居满五年
16,1, 精装 ,92524,53,皂君东里, 南 ,1,495,低楼层,1994, 有电梯,皂君东里管理好小区 央产 满五年已购公房
26,1, 精装 ,76748,61,荣丰2008, 东 南 ,1,472,低楼层,2003, 有电梯,南向一居 采光好 燃气户型 免税
6,2, 精装 ,48970,97,龙跃苑东四区, 南 北 ,1,475,中楼层,2006, 无电梯,步行城铁444米+拎包入住+诚心出售
19,2, 精装 ,44316,98,天通苑东二区, 东北 ,1,435,中楼层,2001, 有电梯,商满五两居室，业主自住精装修，契税
5,2, 精装 ,47423,97,龙跃苑东五区, 南 北 ,1,460,高楼层,2005, 无电梯,本房是经适房满五年，自住装修，交通方便。
18,2, 精装 ,65770,66,沙子口路72号, 东 西 ,1,435,低楼层,1990, 有电梯,东城区 东西向正规两居室 周边配套齐全 楼层好 无遮挡
6,2, 精装 ,64998,62,八里庄北里小区, 南 ,1,405,高楼层,1992, 无电梯,豪华婚房装修，业主自住房，随时签约
5,2, 简装 ,97950,43,海淀路小区, 南 ,1,430,中楼层,1980, 无电梯,北京大学旁，海淀路小区，楼层好，满五年。位置好
7,2, 精装 ,49708,90,新潮嘉园一期, 南 北 ,1,450,中楼层,2002, 无电梯,24小时温泉社区，房本满五年，南北通透。
6,2, 简装 ,81250,56,铁东小区, 南 北 ,1,455,高楼层,1992, 无电梯,铁东小区 南北通透  采光好 免税两居室
6,2, 简装 ,54030,86,金海街36号院, 南 北 ,1,470,高楼层,1997, 无电梯,八里桥市场内 南北板楼 未来可能拆迁 诚心出售
12,1, 精装 ,93024,43,甘家口小区, 南 西 ,1,400,低楼层,1994, 有电梯,甘家口小区，精装一居 临近地铁 看房方便
6,3, 精装 ,34936,128,燕城苑北区, 南 北 ,2,450,中楼层,1999, 无电梯,中间楼层，附送8㎡地下室，南北通透，诚心出售。
25,2, 精装 ,70344,62,芳城园三区, 西南 ,1,440,中楼层,1994, 有电梯,芳城园三区，西南向两居室 精装修 看房随时
21,1, 简装 ,66379,69,世纪东方城, 南 ,1,460,中楼层,2006, 有电梯,世纪东方城朝南一居 近地铁7号线 小区中间位置
6,2, 精装 ,49007,89,天通苑东一区, 南 北 ,1,439,高楼层,2001, 无电梯,天通苑东一区 2室1厅 439万
15,3, 精装 ,55618,89,远洋一方新悦二期, 南 西 ,1,495,中楼层,2012, 有电梯,远洋一方新悦，西南三居，带车位，满两年
16,2, 简装 ,70988,64,志强南园, 东北 ,1,460,高楼层,1992, 有电梯,北二环 志强南园东北两居室 随时签约
13,3, 其他 ,32317,148,天通西苑三区, 南 北 ,1,480,高楼层,2003, 有电梯,板楼南北大3居 品质房源，随时签约
6,2, 精装 ,41908,100,龙锦苑东四区, 南 北 ,2,420,中楼层,2009, 无电梯,龙锦苑东四区 南北通透两居室 精装修 
32,1, 精装 ,49488,85,天畅园, 东北 ,1,425,高楼层,2008, 有电梯,天畅园精装 业主诚售 小区有地铁
13,2, 精装 ,74275,59,M5朗峰, 东 西 ,1,440,低楼层,2012, 有电梯,精装修loft万达商圈紧邻地铁站
25,1, 精装 ,55711,71,北苑家园绣菊园, 西 ,1,400,低楼层,2000, 有电梯,正规大1居 品牌装修 从未入住  免增值税
13,3, 精装 ,68890,63,西坝河中里, 西南 ,1,440,高楼层,1985, 有电梯,西坝河中里   西南小三居   精装  免税房
6,2, 精装 ,43311,101,龙锦苑东二区, 南 北 ,1,438,中楼层,2008, 无电梯,精装两居  中间楼层    业主诚售
6,2, 精装 ,72265,59,柳芳南里, 南 北 ,1,432,低楼层,1987, 无电梯,东直门外 南北通透，明厨明卫精装两居室
6,3, 精装 ,57904,69,东安街头条, 南 北 ,1,400,高楼层,1989, 无电梯,东安街头条三居室 南北朝向 户型不错 可以一看
6,3, 简装 ,45481,103,云趣园一区, 南 北 ,2,470,低楼层,2000, 无电梯,小区正中间位置 一层 南北通透 三居室 无浪费面积
12,2, 精装 ,53589,85,农光里, 东 ,1,460,高楼层,2000, 有电梯,农光里 采光好 无遮挡 大两居 电梯房
18,3, 简装 ,35957,119,广厦鑫苑, 南 北 ,1,430,高楼层,2002, 有电梯,南北通透 3居双卫  不临街 电梯房
6,2, 精装 ,44667,94,瑞海家园三区, 东 西 ,1,420,低楼层,2004, 无电梯,满五年商品房 低楼层 东西通透 拎包即住
12,4, 精装 ,25129,195,天通苑北一区, 南 ,2,490,低楼层,2004, 有电梯,北一区一层底跃，经济适用房，无个税
24,3, 简装 ,39424,104,博客雅居, 西南 ,1,410,中楼层,2008, 有电梯,博客雅居   高楼层    西南向三居
6,2, 精装 ,62580,79,潞河中学家属院南区, 南 北 ,1,495,低楼层,1995, 无电梯,24小时温泉入户 一层 两居 紧邻后南仓小学 
25,1, 精装 ,56445,85,雍景四季, 西北 ,2,480,低楼层,2009, 有电梯,满两年商品房，西北向一居室，业主诚心出售。
13,2, 简装 ,77187,58,文慧园北路乙26号, 西南 ,1,450,低楼层,1982, 有电梯,文慧园 电梯房 户型方正 带客厅 公房 随时签约
6,2, 简装 ,53455,86,鲁谷村, 东南 ,2,465,高楼层,1997, 无电梯,鲁谷村 小区中间 明厨明卫 采光充足
6,2, 精装 ,55039,82,建欣苑二里, 南 北 ,1,455,高楼层,2001, 无电梯,此房是满五年，南北通透格局，视野与采光好
24,1, 精装 ,68484,70,利泽西园, 西南 ,1,480,中楼层,1999, 有电梯,利泽西园  精装修一居室 购房无个税
11,2, 精装 ,50688,94,上奥世纪中心, 南 北 ,1,479,高楼层,2007, 有电梯,上奥世纪南北通透两居室  中间楼层
6,2, 简装 ,45200,96,芳源里, 南 北 ,2,435,高楼层,2002, 无电梯,精装，自住，免税，业主诚售看房便利
7,2, 精装 ,51741,85,龙禧苑五区, 南 北 ,1,440,中楼层,2002, 无电梯,高原值，首套购买仅需1%契税，送精装，看房随时
6,2, 简装 ,48464,84,绮霞苑, 南 北 ,2,410,低楼层,2003, 无电梯,绮霞苑  南北通透  两居室  房主诚意出售
6,3, 精装 ,37806,124,龙锦苑东一区, 南 北 ,2,470,中楼层,2007, 无电梯,经适房满五年   中间楼层   南北通透三居室
6,3, 精装 ,32557,145,天通苑中苑, 南 北 ,1,475,高楼层,2007, 无电梯,天通苑中苑6+7复式  南北通透 商品房满五年
17,3, 精装 ,43996,100,长阳半岛3号院, 东 南 北 ,1,440,低楼层,2012, 有电梯,万科全明三居室，紧邻公园幼儿园，诚心出售随时签约
6,2, 精装 ,49711,96,运乔嘉园, 南 北 ,1,480,高楼层,2004, 无电梯,运乔嘉园 地铁6号线 H户型 送露台 可做阁楼
18,1, 简装 ,87737,52,上龙西里, 东南 ,1,460,低楼层,1988, 有电梯,公园门口东南带电梯大一居，可改两居室
18,2, 简装 ,49202,86,金地仰山, 南 ,2,425,低楼层,2012, 有电梯,金地仰山西区纯南两居 有钥匙 看房方便
7,3, 精装 ,39291,118,风雅园二区, 南 北 ,2,465,中楼层,2000, 无电梯,不把边不临街!大三居!三面朝南!光线足!视野好!精装修!
6,2, 简装 ,89850,53,新苑街1号院, 东 西 ,1,478,中楼层,1990, 无电梯,房子是满五年的公房，房子楼层适中，东西通透
13,2, 精装 ,36453,123,天通西苑三区, 东 西 ,2,450,中楼层,2003, 有电梯,满五唯一  采光好 精装板楼明厨明卫两居
7,1, 精装 ,98000,50,月坛南街37号院, 南 北 ,1,490,高楼层,1993, 无电梯,月坛南街 南北通透大1居 精装修拎包入住 可落户
11,1, 精装 ,68694,58,月亮城堡, 西 ,1,400,高楼层,2005, 有电梯,月亮城堡经典LOFT，精装修，拎包入住，观景房
28,2, 精装 ,49639,96,怡佳家园, 东 北 ,1,480,高楼层,2002, 有电梯,万达广场 怡佳家园 正规大两居 免税
22,2, 简装 ,55037,78,甘露晴苑, 东 ,1,430,低楼层,2001, 有电梯,甘露晴苑 2室1厅 430万
6,2, 其他 ,77990,57,三丰里小区, 南 北 ,1,450,高楼层,1989, 无电梯,业主诚意出售 ， 周边配套齐，生活便利
28,1, 精装 ,88130,47,首城国际, 东 ,0,418,高楼层,2010, 有电梯,房本满五年 家庭一套住宅 高层 
5,2, 精装 ,50023,89,迎喜家园, 南 北 ,1,450,高楼层,2005, 无电梯,南北通透两居室，业主卖房换房诚心出售
18,1, 精装 ,75000,60,爱这城三期, 南 ,1,450,高楼层,2009, 有电梯,南向一居室无遮挡 可随时看房 随时签约
21,1, 精装 ,80767,60,金泰城丽湾, 西北 ,1,485,低楼层,2008, 有电梯,丽湾经典一居，业主诚意出售，无抵押，优质好房
6,2, 精装 ,49476,82,龙乡中区, 南 北 ,1,410,高楼层,1995, 无电梯,龙乡中区，南北通透，精装两居，集中供暖
6,4, 精装 ,30554,163,天通苑东三区, 南 北 ,2,499,高楼层,2003, 无电梯,平层4居室 诚心出售 价位可谈
21,1, 简装 ,80084,57,考拉社区, 西 ,1,460,低楼层,2005, 有电梯,西城正规一居  楼龄新 采光优质
6,2, 简装 ,46716,104,东潞苑, 南 北 ,2,490,低楼层,2003, 无电梯,东潞苑 2室2厅 490万
13,1, 简装 ,68462,64,景泰西里西区, 东 西 ,2,440,中楼层,2005, 有电梯,东城区 05年社区   临地铁  东西通透 一改二
6,2, 简装 ,72209,59,柳芳南里, 南 北 ,1,430,高楼层,1986, 无电梯,柳芳南里 南北通透 明厨明卫两居室 免税
6,2, 精装 ,54302,82,龙乡中区, 南 北 ,1,450,中楼层,1995, 无电梯,龙乡小区，满五年，无抵押，无户口，三层
6,2, 精装 ,44713,89,天通苑东一区, 南 北 ,1,400,中楼层,2001, 无电梯,南北通透，格局好，采光棒，视野开阔
6,2, 精装 ,75188,57,动物园宿舍, 南 北 ,1,430,高楼层,1989, 无电梯,动物园宿舍 2室1厅 430万
5,3, 简装 ,68275,68,和平街十四区, 东 南 西 北 ,1,470,中楼层,1977, 无电梯,临地铁 小三居 中间楼层采光好
6,2, 精装 ,45680,93,太平家园, 南 北 ,2,425,高楼层,2000, 无电梯,太平家园【0个税满5年2居】有钥匙【拎包入住】5号线旁
9,2, 简装 ,49272,91,天伦锦城, 南 北 ,1,450,低楼层,2005, 有电梯,天伦锦城 2室1厅 450万
6,2, 其他 ,71442,55,西坝河东里, 东 西 ,1,400,低楼层,1986, 无电梯,西坝河东里 中间层两居室 采光好 诚心出售
16,2, 精装 ,48944,89,宏大南园, 东南 ,1,440,高楼层,2006, 有电梯,宏大南园满五年两居，东南朝向产权清晰
6,2, 简装 ,55106,75,临泓路6号院, 南 北 ,1,415,中楼层,2006, 无电梯,地铁边商品房，家庭名下只有这一套住房、南北通透！
20,2, 简装 ,47396,96,甘露园南里, 西南 ,1,455,高楼层,2001, 有电梯,甘露园西南两居室，总价低，业主诚意出售
24,2, 其他 ,55814,86,管庄西里, 南 ,1,480,中楼层,2000, 有电梯,满五年唯  学区房 精装修 看房方便
6,1, 精装 ,102041,44,感化胡同3号院, 南 ,1,450,中楼层,1990, 无电梯,感化胡同3号院 朝南向一居室  中间楼层
6,2, 简装 ,44853,91,天通苑本六区, 南 北 ,1,410,中楼层,2000, 无电梯,南北通透商品房两居室，中楼层，采光好
9,2, 简装 ,58768,73,壹线国际, 东 ,1,433,中楼层,2006, 有电梯,壹线国际惠润园74平东向大一居
6,2, 精装 ,89962,51,西郊宾馆, 南 北 ,1,466,中楼层,1985, 无电梯,五道口，南北通透，中间层2居，满五年没有个税
6,2, 精装 ,81136,54,马连道西里, 南 北 ,1,440,高楼层,1980, 无电梯,西城区两居 南北通透 地铁7号线
22,2, 简装 ,56803,73,驼房营南里, 南 ,1,415,高楼层,2001, 有电梯,驼房营南里 精装全南两居 高层观景无遮挡 随时签约
21,2, 精装 ,46643,102,和风四季, 西 ,1,480,低楼层,2007, 无电梯,和风四季 2室1厅 480万
6,2, 精装 ,90987,47,知春路2号院, 南 北 ,1,430,高楼层,1995, 无电梯,知春路2号院小二居 南北通透 全明格局
7,2, 简装 ,87363,55,车站西街17号院, 南 北 ,1,486,中楼层,1992, 无电梯,车站西街17号院南北通透两居室，楼层好
16,1, 简装 ,62917,67,优筑, 北 ,1,425,中楼层,2006, 有电梯,正规北向一居室 户型方正 商品房社区 24小时热水
7,2, 精装 ,45422,109,天通苑东三区, 南 北 ,1,499,中楼层,2003, 无电梯,东三区法式园双通透大两居 商品房满五年 低税费
6,2, 精装 ,56999,78,改水办, 南 北 ,1,450,中楼层,1999, 无电梯,紧邻城铁九棵树站和果园站 房子是蓝调沙龙西区小区里
6,3, 精装 ,85738,49,DBC加州小镇, 南 北 ,2,425,高楼层,2007, 无电梯,DBC加州小镇 3室2厅 425万
6,2, 简装 ,71654,60,胜古南里, 南 北 ,1,432,中楼层,1980, 无电梯,安贞 胜古南里 教委楼 独院管理 南北通透两居室
9,2, 简装 ,47192,89,宏大北园, 东 ,1,420,中楼层,2007, 有电梯,宏大北园东向两居 格局方正满五年北京一套住房
31,1, 简装 ,61531,78,泰华滨河苑, 西 北 ,1,480,中楼层,2003, 有电梯,泰华滨河苑一居室  满五年  业主诚意出售
18,1, 精装 ,64833,69,炫特嘉园三期, 南 北 ,1,450,低楼层,2006, 无电梯,带18平户内小院，阳光房， 南北一居。
12,2, 精装 ,62898,77,小关北里, 西南 ,1,485,低楼层,1995, 有电梯,94年钢混结构 距离惠新西街南口地铁800米 
6,2, 精装 ,43011,93,天通苑本六区, 南 北 ,2,400,高楼层,2000, 无电梯,此房为商品房五年一套，税少，精装，自住！
6,2, 其他 ,62112,66,太平桥小区, 南 北 ,1,410,高楼层,1987, 无电梯,地铁7、9号线 满五年 南北通透 两居室
28,1, 精装 ,76648,61,澳洲康都, 北 ,1,470,高楼层,2005, 有电梯,主打一居户型 可改小两居 高层观景 全明格局 
6,2, 简装 ,71504,57,永泰西里, 南 北 ,1,410,高楼层,1994, 无电梯,永泰西里 南北通透 正规两居 不临街
19,2, 简装 ,56972,70,驼房营南里, 东南 ,1,400,中楼层,1998, 有电梯,驼房营南里  东南两居  采光好  中间楼层
17,2, 精装 ,51283,89,远洋一方新悦二期, 西南 ,1,460,高楼层,2012, 有电梯,远洋一方 方正两居 精装修 看房随时 
25,3, 简装 ,40238,123,沸城, 西南 ,1,495,低楼层,2008, 有电梯,沸城三居室，户型方正，带电梯，楼龄新
6,2, 精装 ,79380,56,三丰里小区, 南 北 ,1,450,高楼层,1992, 无电梯,三丰里南北两居室，自如装修户型方正（业主随时签约）
26,1, 简装 ,76298,61,荣丰2008, 南 ,0,469,低楼层,2003, 有电梯,荣丰一期  南向  带燃气开间  
16,2, 简装 ,58807,69,康家园, 西南 ,1,410,中楼层,1997, 有电梯,康家园西南两居室，业主诚心售房
5,2, 精装 ,66871,65,水利局小区, 南 北 ,1,438,高楼层,1992, 无电梯,水利局小区  高楼层  南北通透 采光好
18,2, 简装 ,70166,68,安慧里一区, 南 ,1,480,低楼层,1990, 有电梯,南北通透三居，税费少，购房成本低，随时签约
20,2, 精装 ,49753,87,西成忆树, 西北 ,1,433,中楼层,2005, 有电梯,西成忆树  落地窗两居室 诚心出售
12,3, 简装 ,45371,108,在水一方, 南 北 ,1,490,中楼层,2004, 有电梯,新华大街沿线 满五年 没有增值税 没有个人所得税 
5,3, 简装 ,88074,54,志强北园, 南 北 ,1,480,低楼层,1982, 无电梯,志强北园 南北通透 小三居室 看房方便
6,2, 简装 ,76776,52,右外东庄, 南 北 ,1,400,低楼层,1992, 无电梯,右安门外 一层带自建 南北通透 稀缺两居室
29,2, 精装 ,53295,89,红狮家园, 东 西 ,2,478,低楼层,2010, 有电梯,万科红狮家园 东西通透 两居室
22,2, 精装 ,53186,93,柏林爱乐二期, 西北 ,2,495,低楼层,2004, 有电梯,正规两居室，精装修，改善首选，满五唯一
18,2, 精装 ,48952,93,郁花园三里, 南 北 ,1,460,高楼层,2009, 有电梯,南北通透 楼层高 采光好 视野开阔
6,3, 简装 ,40844,105,华龙苑南里, 南 北 ,1,430,高楼层,1999, 无电梯,南里新楼2000年 小区中间位置 看房方便
6,2, 精装 ,43747,94,龙跃苑四区, 南 北 ,1,412,高楼层,2005, 无电梯,龙跃苑四区 满五南北朝向 双地铁 精装修 带露台
6,2, 精装 ,76272,64,学院南路32号院, 南 北 ,1,495,高楼层,1978, 无电梯,北二环 邮电大学对面 精装2居 满五年税费少 诚心卖
6,2, 简装 ,81640,61,安慧北里秀园, 南 北 ,1,498,低楼层,1993, 无电梯,亚运村安慧北里秀园 南北二居 陈经纶学校
6,3, 精装 ,38863,105,石园东苑, 南 北 ,1,410,高楼层,2003, 无电梯,明厨明卫三居！满五年免税！楼龄新！
6,2, 其他 ,37038,114,回南家园, 南 北 ,2,425,中楼层,2003, 无电梯,回南家园 采光充足 随时签约 两居室
6,3, 其他 ,38116,124,龙锦苑东五区, 南 北 ,2,475,高楼层,2007, 无电梯,龙锦苑东五区 诚心出售 大三居
13,3, 精装 ,36515,119,天通西苑三区, 东南 ,2,435,中楼层,2003, 有电梯,地铁沿线板楼眼镜房三面朝南精装7层双卫
6,4, 精装 ,26328,177,双兴南区, 南 北 ,2,466,高楼层,1995, 无电梯,周边配套成熟  南北通透  业主诚心出售  
28,1, 其他 ,67077,71,大屯里小区, 北 ,1,480,低楼层,2003, 有电梯,大屯里小区 1室1厅 480万
6,3, 简装 ,42340,117,龙博苑一区, 南 北 ,1,498,高楼层,2004, 无电梯,商品房满五年名下只有一套住房 采光好  三居双卫
6,2, 简装 ,78714,58,惠新里小区, 南 北 ,1,460,中楼层,1990, 无电梯,满五年公房 业主诚心出售 全明格局 中间楼层
11,3, 精装 ,30692,130,星河皓月, 南 北 ,1,400,高楼层,2009, 无电梯,燕顺路星河皓月复式大三居急售看房随时！
20,1, 精装 ,66120,65,晶城秀府, 东 南 北 ,1,435,高楼层,2010, 有电梯,花园洋房 欧式建筑 人车分流  户型方正 采光充足
11,2, 精装 ,54098,86,流星花园三区, 东南 ,1,470,低楼层,2006, 有电梯,电梯商品房  两居室   免税房 
19,2, 简装 ,32942,127,清澄名苑北区, 西 ,1,420,高楼层,2005, 有电梯,清澄名苑北区方正大两居室 无税
20,3, 简装 ,73409,66,青年沟23号院, 西 ,1,490,低楼层,1989, 有电梯,格局好 三居室 电梯房 小区安静 三环内位置 朝师附小
24,2, 简装 ,45720,87,雅成一里, 东南 北 ,1,400,低楼层,2001, 无电梯,满五年      东南北两居室    诚意出售
6,2, 精装 ,47439,94,帅府园, 南 北 ,2,450,高楼层,1996, 无电梯,帅府园两居 南北通透复式紧邻官园小学
6,2, 精装 ,54283,89,新华联家园南区, 南 北 ,1,488,高楼层,2002, 无电梯,满5年 精装2居 诚意出售  临近地铁
6,2, 精装 ,46776,100,天赐良园二期, 南 北 ,1,470,低楼层,2003, 无电梯,精装2居， 紧邻6号线 ，不临街、不把边
24,1, 简装 ,61666,68,蒲安东里, 东 ,1,425,中楼层,2003, 有电梯,5-14号线蒲黄榆地铁房、免税、有产权车位、随时签约
22,2, 简装 ,54607,86,重兴嘉园, 东南 北 ,1,470,高楼层,2005, 有电梯,房子满五年只有一套房 有一租赁车位 有钥匙看房随时
6,2, 简装 ,46078,91,太平家园, 南 北 ,2,420,高楼层,2000, 无电梯,天通苑太平家园双卧朝南两居室高楼层采光好南北通透
7,2, 精装 ,42864,113,天通苑北三区, 南 北 ,2,485,中楼层,2005, 无电梯,板楼3层，豪华装修大两居室，业主诚心出售
6,1, 简装 ,92071,45,西直门外南路24号院, 南 ,1,418,高楼层,1986, 无电梯,建筑大学院内 朝南一居室 采光好 诚心出售
13,2, 简装 ,48013,93,天伦锦城, 南 北 ,1,448,低楼层,2005, 有电梯,天伦锦城南北两居满五年免个税增值税
6,2, 简装 ,76000,62,菊园, 南 北 ,1,475,高楼层,1995, 无电梯,南北通透 随时签约 预约看房 诚意出售
18,2, 精装 ,63401,63,松榆东里, 东南 ,1,405,中楼层,1994, 有电梯,松榆东里 2室1厅 405万
9,2, 精装 ,51410,94,新龙城, 东 西 ,1,485,中楼层,2007, 有电梯,小区中间位置，东西通透，紧邻地铁龙泽站，明厨明卫
7,3, 精装 ,38048,123,风雅园二区, 南 北 ,2,470,中楼层,2000, 无电梯,风雅园二区大三居！三面朝南！中间楼层！自住装修！
18,3, 精装 ,26339,170,威毕欧溪谷, 东南 东北 ,2,450,高楼层,2009, 无电梯,威毕欧溪谷 南北通透 大复式  精装全明三居
18,4, 其他 ,30767,130,潮白人家, 南 北 ,1,400,中楼层,2011, 无电梯,潮白人家 南北通透正规四居室，看房方便，业主诚售
22,2, 精装 ,48128,94,天通苑北一区, 南 ,1,455,中楼层,2004, 有电梯,全南两居，客厅朝南带飘窗，户型方正
5,4, 其他 ,24726,182,星河皓月, 南 北 ,2,450,高楼层,2009, 无电梯,星河皓月 南北通透 板楼复式 精装四居  可拎包入住
6,2, 简装 ,51822,91,富河园, 东 西 ,1,475,中楼层,2001, 无电梯,富河园 2室1厅 475万
6,3, 简装 ,43465,92,古城北路, 南 北 ,2,400,高楼层,1996, 无电梯,古城北路 3室2厅 400万
6,2, 简装 ,47059,85,华龙小区, 南 北 ,1,400,中楼层,1997, 无电梯,低楼层大两居+南北通透+临近龙旺庄学校+交通便利
18,1, 简装 ,65041,61,玉林东里二区, 南 ,2,400,低楼层,1993, 有电梯,玉林东里二区 带电梯 南向 适合老人居住 可改两居
15,1, 精装 ,59484,68,柏林爱乐三期, 南 ,1,408,高楼层,2007, 有电梯,柏林爱乐全南一居室，楼层好视野好，看房提前预约
13,2, 简装 ,48991,83,天伦锦城, 东 ,1,410,高楼层,2005, 有电梯,天伦锦城 东向两居 客厅带阳台 中间楼层
7,2, 其他 ,53592,90,金色漫香林二期, 南 北 ,1,485,中楼层,2010, 有电梯,免税精装南北通透两居室   看房方便
11,2, 精装 ,61213,66,柏林爱乐一期, 西 ,1,410,中楼层,2003, 有电梯,精装修 西向一改二小两居 视野开阔 
21,1, 精装 ,59948,71,瑞丽江畔, 西 ,2,430,中楼层,2005, 有电梯,免税房  精装修 业主诚心出售 双线地铁房 
7,1, 精装 ,114796,39,兴隆都市馨园, 南 ,0,450,中楼层,2003, 有电梯,兴隆都市馨园，南向小开间，总高7层四层带电梯
6,2, 简装 ,53793,74,乔庄北街305号院, 南 北 ,1,400,低楼层,1996, 无电梯,乔庄北街305号院 2室1厅 400万
6,1, 简装 ,104395,41,青龙胡同, 南 ,1,430,高楼层,1985, 无电梯,东直门中学雍和宫小学部南向小一居
18,2, 精装 ,48388,93,翠成馨园, 南 ,2,450,中楼层,2006, 有电梯,翠成馨园 2室2厅 450万
12,2, 精装 ,53079,89,矩阵二期, 南 北 ,1,475,中楼层,2004, 有电梯,育新学区 电梯精装修俩居室 不临街 无税
24,2, 简装 ,45343,101,雅成一里, 南 ,1,460,低楼层,2001, 无电梯,雅成一里 全南两居    诚意出售
18,2, 简装 ,55233,86,潇雅居, 南 ,1,475,中楼层,2002, 有电梯,新华大街潇雅居 东方小学 电梯南向两居室
6,3, 精装 ,42450,98,华龙小区, 东 南 北 ,1,420,高楼层,1995, 无电梯,精装三居 一梯一户 免税房 业主靠谱 随时签约 
6,2, 精装 ,51259,85,佳运园二期, 南 北 ,1,438,高楼层,2005, 无电梯,装修好，正规两居业主，诚心出售。
11,2, 精装 ,43870,93,馨岛苑, 南 ,1,410,低楼层,2008, 有电梯,馨岛苑全南两居 正对小区花园 不临街 紧邻地铁八通线
6,2, 简装 ,72882,59,毛纺住宅北小区, 南 北 ,1,430,中楼层,1991, 无电梯,满五唯一已购公房交通便利海淀实验二小学区房
6,2, 其他 ,61441,70,毛纺厂南小区, 东 西 ,1,435,低楼层,1998, 无电梯,毛纺厂南小区，低楼层精装大两居，看房随时
6,2, 精装 ,85047,53,车公庄西路38号院, 东 西 ,1,455,低楼层,1980, 无电梯,花二小学区 精装修 地铁6号线花园桥站 诚意出售
28,3, 精装 ,32313,125,星河皓月, 南 北 ,2,405,低楼层,2010, 无电梯,星河皓月 南北三居室 业主诚售
17,3, 简装 ,49216,97,马赛公馆, 南 北 ,1,480,高楼层,2013, 有电梯,马赛公馆南北三居 客厅朝南 业主诚售
6,3, 简装 ,27632,152,希望家园, 东 南 北 ,2,420,中楼层,2002, 无电梯,优质楼层，三个朝向，通透性好，采光足
26,1, 精装 ,67568,68,怡海花园恒丰园, 西南 ,1,465,低楼层,2005, 有电梯,怡海花园六期 西南向一居 采光好 
18,1, 精装 ,74722,62,后现代城, 南 ,1,470,低楼层,2004, 有电梯,后现代城 满五，业主名下一套住房，全明格局 采光充足
6,2, 精装 ,54893,82,建欣苑二里, 南 北 ,1,455,低楼层,2001, 无电梯,大红门地铁 建欣苑二里 南北通透 低楼层 两居室 出售
5,2, 简装 ,49404,88,华龙小区, 南 北 ,1,439,中楼层,2000, 无电梯,新华医院500米 中间楼层 南北两居 满五年
12,1, 精装 ,93024,43,甘家口小区, 东南 ,1,400,中楼层,1994, 有电梯,邻近地铁，全明户型，采光好，带小客厅
6,3, 精装 ,64017,67,芳园里, 南 北 ,1,430,高楼层,1992, 无电梯,芳园里 3室1厅 430万
20,1, 简装 ,63536,72,鑫兆雅园北区, 东 ,1,460,高楼层,2003, 有电梯,宋家庄 正规一居室 业主诚心出售 有6平自建
23,1, 精装 ,62352,71,炫特嘉园三期, 南 北 ,1,445,低楼层,2006, 无电梯,炫特南北一居 免征个人所得税  诚售
6,2, 简装 ,51554,92,龙兴园中区, 南 北 ,1,478,中楼层,2003, 无电梯,龙兴园中区   中间楼层   南北通透
16,2, 精装 ,77911,54,学院南路32号院, 西 ,1,425,中楼层,1992, 有电梯,积水潭地铁  学院南路两居带电梯精装修采光
6,2, 其他 ,73782,59,毛纺厂南小区, 南 北 ,1,439,中楼层,1993, 无电梯,毛纺厂南，经典两居，中间楼层，厅挂东窗
5,2, 精装 ,71930,57,胜古南里, 南 北 ,1,410,高楼层,1979, 无电梯,满五年公房 南北通透 无遮挡 采光好
19,1, 精装 ,58832,71,望园东里, 北 ,1,420,中楼层,2006, 有电梯,望园东里  精装 满五年 无个税 一居室  明厨明卫
6,2, 精装 ,67507,66,建材城东二里, 南 北 ,1,450,低楼层,1998, 无电梯,建材城东二里精装两居  楼层棒无个税
15,2, 精装 ,50636,88,智地香蜜湾, 西 北 ,1,450,低楼层,2008, 有电梯,智地香蜜湾  精装两居 直接拎包入住
6,2, 精装 ,84539,57,红居南街6号院, 南 北 ,1,485,中楼层,1986, 无电梯,西城区红居南街2居室满五，地铁房
